time,gFx,gFy,gFz,TgF
12.074000,0.0019,-0.0801,1.0200,1.023
12.075000,0.0024,-0.0816,1.0185,1.022
12.076000,0.0037,-0.0786,1.0144,1.017
12.076000,0.0007,-0.0818,1.0122,1.015
12.086000,0.0017,-0.0808,1.0080,1.011
12.086000,0.0015,-0.0796,1.0031,1.006
12.087000,0.0022,-0.0825,1.0021,1.006
12.087000,0.0012,-0.0816,1.0034,1.007
12.091000,0.0022,-0.0803,1.0046,1.008
12.094000,0.0019,-0.0816,1.0090,1.012
12.095000,0.0005,-0.0806,1.0078,1.011
12.095000,0.0022,-0.0830,1.0102,1.014
12.102000,0.0027,-0.0813,1.0029,1.006
12.102000,0.0044,-0.0820,0.9963,1.000
12.106000,0.0044,-0.0830,0.9919,0.995
12.106000,0.0046,-0.0852,0.9899,0.994
12.110000,0.0051,-0.0857,0.9916,0.995
12.110000,0.0061,-0.0855,1.0026,1.006
12.114000,0.0056,-0.0850,1.0180,1.022
12.114000,0.0046,-0.0855,1.0368,1.040
12.119000,0.0056,-0.0867,1.0547,1.058
12.119000,0.0063,-0.0855,1.0630,1.066
12.125000,0.0059,-0.0864,1.0644,1.068
12.126000,0.0081,-0.0852,1.0693,1.073
12.130000,0.0049,-0.0864,1.0681,1.072
12.131000,0.0066,-0.0879,1.0591,1.063
12.134000,0.0054,-0.0874,1.0503,1.054
12.134000,0.0046,-0.0869,1.0339,1.038
12.139000,0.0049,-0.0882,1.0263,1.030
12.139000,0.0032,-0.0860,1.0261,1.030
12.145000,0.0037,-0.0852,1.0305,1.034
12.145000,0.0005,-0.0830,1.0290,1.032
12.150000,0.0012,-0.0830,1.0293,1.033
12.150000,0.0005,-0.0816,1.0202,1.023
12.154000,-0.0012,-0.0813,1.0107,1.014
12.154000,-0.0022,-0.0803,1.0031,1.006
12.159000,-0.0002,-0.0813,0.9970,1.000
12.160000,-0.0022,-0.0794,0.9936,0.997
12.163000,-0.0032,-0.0806,0.9953,0.999
12.164000,-0.0015,-0.0806,0.9968,1.000
12.168000,-0.0037,-0.0808,0.9995,1.003
12.169000,-0.0027,-0.0820,1.0024,1.006
12.173000,-0.0046,-0.0801,1.0056,1.009
12.174000,-0.0032,-0.0825,1.0080,1.011
12.178000,-0.0017,-0.0835,1.0134,1.017
12.178000,-0.0017,-0.0813,1.0175,1.021
12.184000,-0.0010,-0.0825,1.0214,1.025
12.184000,-0.0002,-0.0818,1.0241,1.027
12.188000,0.0019,-0.0820,1.0278,1.031
12.188000,0.0022,-0.0833,1.0302,1.034
12.193000,0.0073,-0.0823,1.0317,1.035
12.193000,0.0046,-0.0845,1.0329,1.036
12.198000,0.0059,-0.0830,1.0324,1.036
12.198000,0.0068,-0.0840,1.0315,1.035
12.208000,0.0044,-0.0845,1.0307,1.034
12.209000,0.0063,-0.0830,1.0273,1.031
12.209000,0.0063,-0.0838,1.0278,1.031
12.213000,0.0054,-0.0823,1.0222,1.025
12.213000,0.0056,-0.0835,1.0222,1.026
12.213000,0.0039,-0.0816,1.0217,1.025
12.224000,0.0012,-0.0818,1.0217,1.025
12.225000,0.0010,-0.0823,1.0212,1.025
12.225000,0.0012,-0.0796,1.0219,1.025
12.225000,-0.0012,-0.0796,1.0207,1.024
12.227000,-0.0002,-0.0813,1.0185,1.022
12.227000,-0.0027,-0.0816,1.0178,1.021
12.231000,-0.0029,-0.0796,1.0158,1.019
12.231000,-0.0020,-0.0784,1.0151,1.018
12.237000,-0.0020,-0.0772,1.0141,1.017
12.238000,-0.0027,-0.0772,1.0146,1.018
12.241000,-0.0002,-0.0764,1.0134,1.016
12.241000,0.0015,-0.0769,1.0124,1.015
12.247000,0.0012,-0.0747,1.0136,1.016
12.247000,0.0022,-0.0777,1.0134,1.016
12.251000,0.0034,-0.0777,1.0163,1.019
12.252000,0.0044,-0.0789,1.0156,1.019
12.255000,0.0059,-0.0796,1.0192,1.022
12.256000,0.0061,-0.0789,1.0224,1.025
12.261000,0.0051,-0.0811,1.0227,1.026
12.262000,0.0054,-0.0825,1.0232,1.026
12.266000,0.0051,-0.0813,1.0268,1.030
12.267000,0.0054,-0.0835,1.0268,1.030
12.271000,0.0037,-0.0830,1.0271,1.030
12.271000,0.0019,-0.0860,1.0300,1.034
12.275000,0.0024,-0.0864,1.0317,1.035
12.275000,-0.0000,-0.0855,1.0319,1.035
12.282000,-0.0007,-0.0894,1.0322,1.036
12.283000,-0.0017,-0.0896,1.0307,1.035
12.286000,-0.0027,-0.0916,1.0322,1.036
12.286000,-0.0029,-0.0908,1.0319,1.036
12.291000,-0.0032,-0.0906,1.0305,1.034
12.291000,-0.0059,-0.0940,1.0290,1.033
12.295000,-0.0044,-0.0930,1.0280,1.032
12.295000,-0.0039,-0.0923,1.0275,1.032
12.301000,-0.0051,-0.0926,1.0251,1.029
12.301000,-0.0061,-0.0928,1.0234,1.028
12.307000,-0.0071,-0.0940,1.0232,1.027
12.308000,-0.0049,-0.0930,1.0222,1.026
12.311000,-0.0054,-0.0933,1.0190,1.023
12.311000,-0.0049,-0.0911,1.0188,1.023
12.315000,-0.0022,-0.0918,1.0197,1.024
12.316000,-0.0032,-0.0896,1.0161,1.020
12.323000,-0.0037,-0.0908,1.0151,1.019
12.323000,-0.0042,-0.0906,1.0163,1.020
12.325000,-0.0037,-0.0908,1.0146,1.019
12.325000,-0.0022,-0.0889,1.0126,1.017
12.329000,-0.0029,-0.0886,1.0117,1.016
12.329000,-0.0017,-0.0879,1.0117,1.015
12.334000,-0.0029,-0.0874,1.0131,1.017
12.334000,0.0015,-0.0882,1.0119,1.016
12.339000,0.0010,-0.0850,1.0126,1.016
12.339000,0.0002,-0.0855,1.0129,1.016
12.344000,0.0027,-0.0874,1.0131,1.017
12.344000,0.0005,-0.0860,1.0134,1.017
12.348000,0.0019,-0.0855,1.0129,1.016
12.348000,0.0019,-0.0857,1.0146,1.018
12.354000,0.0041,-0.0852,1.0153,1.019
12.354000,0.0002,-0.0877,1.0166,1.020
12.360000,0.0012,-0.0862,1.0185,1.022
12.361000,0.0017,-0.0862,1.0175,1.021
12.364000,0.0022,-0.0877,1.0185,1.022
12.364000,-0.0012,-0.0857,1.0197,1.023
12.367000,0.0002,-0.0845,1.0207,1.024
12.368000,-0.0015,-0.0850,1.0227,1.026
12.373000,0.0002,-0.0872,1.0229,1.027
12.374000,-0.0017,-0.0855,1.0224,1.026
12.378000,-0.0002,-0.0867,1.0258,1.029
12.379000,-0.0017,-0.0850,1.0246,1.028
12.383000,0.0005,-0.0862,1.0229,1.027
12.384000,-0.0037,-0.0850,1.0241,1.028
12.388000,-0.0054,-0.0860,1.0239,1.027
12.388000,-0.0061,-0.0852,1.0234,1.027
12.393000,-0.0024,-0.0877,1.0217,1.025
12.394000,-0.0034,-0.0862,1.0200,1.024
12.398000,-0.0029,-0.0862,1.0183,1.022
12.398000,-0.0037,-0.0860,1.0168,1.020
12.403000,-0.0037,-0.0869,1.0161,1.020
12.404000,-0.0015,-0.0867,1.0148,1.019
12.407000,-0.0032,-0.0835,1.0114,1.015
12.408000,-0.0022,-0.0857,1.0065,1.010
12.412000,-0.0017,-0.0864,1.0085,1.012
12.412000,-0.0020,-0.0867,1.0168,1.020
12.417000,-0.0039,-0.0847,1.0224,1.026
12.418000,-0.0024,-0.0835,1.0283,1.032
12.422000,-0.0042,-0.0833,1.0329,1.036
12.422000,-0.0034,-0.0845,1.0337,1.037
12.427000,-0.0054,-0.0830,1.0329,1.036
12.427000,-0.0037,-0.0828,1.0280,1.031
12.432000,-0.0032,-0.0855,1.0188,1.022
12.432000,-0.0034,-0.0874,1.0092,1.013
12.437000,-0.0027,-0.0874,1.0036,1.007
12.437000,-0.0029,-0.0862,0.9970,1.001
12.442000,-0.0037,-0.0860,0.9931,0.997
12.442000,-0.0032,-0.0867,0.9894,0.993
12.446000,-0.0005,-0.0889,0.9885,0.992
12.446000,0.0002,-0.0891,0.9892,0.993
12.452000,0.0010,-0.0911,0.9963,1.000
12.452000,-0.0005,-0.0911,1.0070,1.011
12.460000,-0.0000,-0.0921,1.0163,1.020
12.461000,0.0017,-0.0918,1.0268,1.031
12.471000,0.0027,-0.0906,1.0395,1.043
12.471000,0.0002,-0.0899,1.0466,1.050
12.471000,0.0010,-0.0882,1.0512,1.055
12.471000,0.0019,-0.0882,1.0532,1.057
12.472000,0.0044,-0.0891,1.0490,1.053
12.472000,0.0034,-0.0886,1.0451,1.049
12.476000,0.0034,-0.0916,1.0415,1.045
12.476000,0.0022,-0.0894,1.0373,1.041
12.481000,0.0010,-0.0882,1.0322,1.036
12.481000,0.0029,-0.0896,1.0283,1.032
12.485000,0.0027,-0.0889,1.0305,1.034
12.486000,0.0015,-0.0889,1.0307,1.035
12.490000,0.0007,-0.0877,1.0288,1.032
12.491000,-0.0007,-0.0891,1.0300,1.034
12.495000,-0.0022,-0.0884,1.0271,1.031
12.496000,-0.0034,-0.0894,1.0302,1.034
12.501000,-0.0046,-0.0882,1.0266,1.030
12.501000,-0.0049,-0.0860,1.0224,1.026
12.505000,-0.0054,-0.0884,1.0217,1.026
12.505000,-0.0032,-0.0877,1.0197,1.023
12.511000,-0.0042,-0.0874,1.0175,1.021
12.512000,-0.0020,-0.0850,1.0173,1.021
12.516000,-0.0032,-0.0838,1.0178,1.021
12.516000,-0.0012,-0.0842,1.0175,1.021
12.520000,-0.0010,-0.0813,1.0166,1.020
12.520000,-0.0027,-0.0811,1.0148,1.018
12.525000,-0.0010,-0.0820,1.0144,1.018
12.525000,-0.0005,-0.0796,1.0166,1.020
12.529000,0.0012,-0.0803,1.0139,1.017
12.530000,0.0022,-0.0774,1.0109,1.014
12.534000,0.0037,-0.0781,1.0112,1.014
12.534000,0.0049,-0.0767,1.0131,1.016
12.539000,0.0049,-0.0801,1.0114,1.015
12.540000,0.0044,-0.0781,1.0087,1.012
12.545000,0.0037,-0.0774,1.0078,1.011
12.545000,0.0039,-0.0791,1.0085,1.012
12.549000,0.0059,-0.0803,1.0114,1.015
12.550000,0.0054,-0.0806,1.0151,1.018
12.554000,0.0051,-0.0838,1.0156,1.019
12.554000,0.0034,-0.0823,1.0197,1.023
12.559000,0.0022,-0.0850,1.0224,1.026
12.559000,0.0015,-0.0845,1.0266,1.030
12.563000,0.0029,-0.0855,1.0273,1.031
12.564000,0.0024,-0.0882,1.0305,1.034
12.568000,0.0024,-0.0886,1.0319,1.036
12.568000,-0.0010,-0.0896,1.0288,1.033
12.574000,-0.0017,-0.0896,1.0275,1.031
12.574000,-0.0015,-0.0921,1.0266,1.031
12.579000,-0.0012,-0.0930,1.0246,1.029
12.579000,-0.0020,-0.0948,1.0239,1.028
12.586000,-0.0012,-0.0935,1.0227,1.027
12.587000,-0.0044,-0.0926,1.0207,1.025
12.593000,-0.0046,-0.0945,1.0190,1.023
12.594000,-0.0066,-0.0928,1.0212,1.025
12.594000,-0.0024,-0.0979,1.0195,1.024
12.594000,-0.0044,-0.0965,1.0185,1.023
12.598000,-0.0051,-0.0945,1.0188,1.023
12.598000,-0.0046,-0.0972,1.0212,1.026
12.602000,-0.0024,-0.0965,1.0207,1.025
12.602000,-0.0024,-0.0945,1.0197,1.024
12.607000,-0.0012,-0.0950,1.0190,1.023
12.608000,-0.0034,-0.0945,1.0173,1.022
12.613000,-0.0029,-0.0940,1.0156,1.020
12.613000,-0.0005,-0.0935,1.0146,1.019
12.617000,0.0005,-0.0950,1.0131,1.018
12.617000,-0.0002,-0.0940,1.0144,1.019
12.622000,0.0002,-0.0938,1.0144,1.019
12.622000,0.0029,-0.0926,1.0112,1.015
12.628000,0.0002,-0.0908,1.0136,1.018
12.629000,0.0017,-0.0933,1.0170,1.021
12.632000,0.0022,-0.0899,1.0156,1.020
12.632000,-0.0005,-0.0913,1.0188,1.023
12.639000,0.0007,-0.0913,1.0217,1.026
12.639000,0.0005,-0.0908,1.0219,1.026
12.641000,-0.0005,-0.0904,1.0227,1.027
12.641000,-0.0000,-0.0901,1.0246,1.029
12.647000,-0.0010,-0.0911,1.0229,1.027
12.647000,-0.0012,-0.0908,1.0249,1.029
12.651000,-0.0007,-0.0886,1.0227,1.026
12.652000,-0.0027,-0.0889,1.0234,1.027
12.657000,-0.0032,-0.0896,1.0200,1.024
12.657000,-0.0022,-0.0879,1.0212,1.025
12.662000,-0.0046,-0.0882,1.0219,1.026
12.663000,-0.0049,-0.0899,1.0229,1.027
12.666000,-0.0034,-0.0882,1.0214,1.025
12.666000,-0.0056,-0.0889,1.0214,1.025
12.672000,-0.0029,-0.0894,1.0210,1.025
12.673000,-0.0039,-0.0896,1.0217,1.026
12.676000,-0.0037,-0.0901,1.0214,1.025
12.676000,-0.0024,-0.0899,1.0214,1.025
12.680000,-0.0039,-0.0921,1.0207,1.025
12.680000,-0.0027,-0.0928,1.0188,1.023
12.685000,-0.0039,-0.0916,1.0190,1.023
12.686000,-0.0024,-0.0896,1.0188,1.023
12.690000,-0.0010,-0.0913,1.0166,1.021
12.690000,-0.0007,-0.0913,1.0195,1.024
12.705000,-0.0012,-0.0886,1.0188,1.023
12.706000,-0.0017,-0.0901,1.0190,1.023
12.706000,-0.0005,-0.0891,1.0190,1.023
12.706000,-0.0015,-0.0930,1.0205,1.025
12.706000,-0.0015,-0.0921,1.0202,1.024
12.706000,-0.0007,-0.0923,1.0197,1.024
12.710000,-0.0000,-0.0930,1.0205,1.025
12.710000,-0.0007,-0.0916,1.0190,1.023
12.715000,-0.0015,-0.0921,1.0185,1.023
12.715000,-0.0000,-0.0904,1.0185,1.023
12.720000,-0.0002,-0.0899,1.0175,1.021
12.720000,-0.0012,-0.0921,1.0170,1.021
12.724000,-0.0015,-0.0911,1.0170,1.021
12.725000,-0.0020,-0.0906,1.0185,1.023
12.729000,-0.0005,-0.0901,1.0185,1.022
12.730000,-0.0020,-0.0921,1.0173,1.021
12.734000,-0.0002,-0.0923,1.0183,1.022
12.735000,-0.0000,-0.0921,1.0188,1.023
12.739000,0.0007,-0.0911,1.0205,1.025
12.740000,-0.0007,-0.0906,1.0207,1.025
12.744000,-0.0024,-0.0918,1.0229,1.027
12.745000,-0.0015,-0.0891,1.0234,1.027
12.750000,-0.0012,-0.0908,1.0263,1.030
12.750000,-0.0017,-0.0899,1.0278,1.032
12.754000,0.0012,-0.0894,1.0273,1.031
12.754000,0.0007,-0.0886,1.0293,1.033
12.758000,-0.0007,-0.0889,1.0305,1.034
12.759000,-0.0015,-0.0884,1.0263,1.030
12.764000,0.0022,-0.0891,1.0297,1.034
12.764000,0.0005,-0.0896,1.0297,1.034
12.768000,0.0007,-0.0877,1.0271,1.031
12.768000,0.0015,-0.0867,1.0251,1.029
12.773000,0.0019,-0.0886,1.0232,1.027
12.774000,0.0024,-0.0864,1.0207,1.024
12.778000,0.0012,-0.0860,1.0232,1.027
12.778000,0.0010,-0.0867,1.0192,1.023
12.783000,0.0017,-0.0867,1.0168,1.020
12.783000,0.0005,-0.0862,1.0141,1.018
12.789000,0.0005,-0.0850,1.0082,1.012
12.789000,0.0005,-0.0840,1.0065,1.010
12.794000,-0.0017,-0.0860,1.0058,1.009
12.794000,-0.0007,-0.0894,1.0073,1.011
12.798000,-0.0027,-0.0845,1.0056,1.009
12.798000,0.0002,-0.0850,1.0104,1.014
12.802000,-0.0020,-0.0867,1.0134,1.017
12.803000,-0.0012,-0.0860,1.0122,1.016
12.809000,-0.0032,-0.0886,1.0041,1.008
12.809000,-0.0007,-0.0891,0.9958,1.000
12.819000,-0.0010,-0.0884,0.9894,0.993
12.819000,0.0010,-0.0901,0.9860,0.990
12.819000,0.0012,-0.0908,0.9899,0.994
12.820000,0.0022,-0.0913,0.9992,1.003
12.829000,0.0015,-0.0933,1.0173,1.022
12.829000,0.0005,-0.0923,1.0422,1.046
12.830000,-0.0012,-0.0921,1.0600,1.064
12.830000,-0.0024,-0.0916,1.0715,1.075
12.832000,0.0012,-0.0916,1.0735,1.077
12.832000,0.0022,-0.0928,1.0657,1.070
12.837000,0.0029,-0.0926,1.0593,1.063
12.837000,0.0015,-0.0928,1.0561,1.060
12.841000,-0.0002,-0.0960,1.0481,1.052
12.842000,0.0007,-0.0955,1.0417,1.046
12.847000,0.0022,-0.0952,1.0275,1.032
12.847000,0.0007,-0.0965,1.0163,1.021
12.851000,0.0015,-0.0952,1.0136,1.018
12.851000,0.0022,-0.0960,1.0168,1.021
12.856000,-0.0027,-0.0945,1.0207,1.025
12.856000,-0.0022,-0.0918,1.0241,1.028
12.861000,-0.0032,-0.0930,1.0190,1.023
12.861000,-0.0027,-0.0930,1.0136,1.018
12.866000,-0.0039,-0.0899,1.0092,1.013
12.866000,-0.0029,-0.0894,1.0026,1.007
12.872000,-0.0056,-0.0894,0.9985,1.002
12.873000,-0.0059,-0.0906,0.9946,0.999
12.876000,-0.0046,-0.0908,0.9963,1.000
12.876000,-0.0037,-0.0923,0.9973,1.002
12.880000,-0.0037,-0.0906,1.0012,1.005
12.880000,-0.0042,-0.0908,1.0058,1.010
12.885000,-0.0037,-0.0906,1.0109,1.015
12.886000,-0.0037,-0.0904,1.0188,1.023
12.891000,-0.0024,-0.0904,1.0210,1.025
12.891000,-0.0002,-0.0891,1.0263,1.030
12.895000,0.0022,-0.0899,1.0300,1.034
12.895000,0.0005,-0.0896,1.0317,1.036
12.900000,0.0022,-0.0899,1.0307,1.035
12.901000,0.0039,-0.0904,1.0312,1.035
12.910000,0.0046,-0.0908,1.0334,1.037
12.910000,0.0046,-0.0911,1.0329,1.037
12.910000,0.0063,-0.0938,1.0307,1.035
12.918000,0.0039,-0.0899,1.0300,1.034
12.918000,0.0049,-0.0911,1.0305,1.035
12.918000,0.0032,-0.0904,1.0295,1.033
12.925000,0.0012,-0.0911,1.0312,1.035
12.926000,0.0041,-0.0886,1.0285,1.032
12.926000,0.0010,-0.0886,1.0251,1.029
12.926000,0.0010,-0.0886,1.0241,1.028
12.929000,0.0015,-0.0879,1.0214,1.025
12.929000,-0.0007,-0.0879,1.0207,1.024
12.934000,-0.0037,-0.0842,1.0178,1.021
12.934000,-0.0024,-0.0852,1.0161,1.020
12.939000,-0.0012,-0.0855,1.0163,1.020
12.940000,-0.0024,-0.0857,1.0151,1.019
12.944000,-0.0024,-0.0828,1.0141,1.017
12.944000,-0.0005,-0.0811,1.0109,1.014
12.949000,-0.0022,-0.0833,1.0114,1.015
12.949000,0.0022,-0.0823,1.0097,1.013
12.954000,0.0015,-0.0813,1.0100,1.013
12.954000,0.0029,-0.0811,1.0087,1.012
12.960000,0.0024,-0.0808,1.0112,1.014
12.961000,0.0041,-0.0828,1.0107,1.014
12.963000,0.0061,-0.0816,1.0112,1.014
12.963000,0.0049,-0.0818,1.0124,1.016
12.968000,0.0054,-0.0838,1.0156,1.019
12.968000,0.0046,-0.0847,1.0183,1.022
12.973000,0.0056,-0.0852,1.0173,1.021
12.974000,0.0054,-0.0852,1.0200,1.024
12.978000,0.0051,-0.0882,1.0219,1.026
12.978000,0.0046,-0.0874,1.0212,1.025
12.983000,0.0015,-0.0899,1.0232,1.027
12.984000,0.0010,-0.0899,1.0241,1.028
12.988000,0.0015,-0.0935,1.0261,1.030
12.988000,0.0002,-0.0950,1.0278,1.032
12.993000,-0.0000,-0.0957,1.0271,1.032
12.994000,-0.0032,-0.0972,1.0302,1.035
12.997000,-0.0012,-0.0970,1.0334,1.038
12.998000,-0.0024,-0.0982,1.0310,1.036
13.003000,-0.0054,-0.0972,1.0322,1.037
13.003000,-0.0037,-0.0994,1.0324,1.037
13.010000,-0.0042,-0.0989,1.0334,1.038
13.010000,-0.0071,-0.0989,1.0334,1.038
13.013000,-0.0049,-0.0994,1.0312,1.036
13.013000,-0.0061,-0.1013,1.0290,1.034
13.025000,-0.0064,-0.0994,1.0266,1.031
13.026000,-0.0059,-0.1004,1.0261,1.031
13.026000,-0.0042,-0.0994,1.0256,1.030
13.026000,-0.0059,-0.0982,1.0249,1.030
13.026000,-0.0042,-0.0965,1.0219,1.026
13.026000,-0.0064,-0.0977,1.0214,1.026
13.032000,-0.0034,-0.0977,1.0207,1.025
13.032000,-0.0022,-0.0972,1.0180,1.023
13.036000,-0.0046,-0.0950,1.0156,1.020
13.037000,-0.0039,-0.0965,1.0153,1.020
13.041000,-0.0034,-0.0955,1.0146,1.019
13.042000,-0.0024,-0.0935,1.0134,1.018
13.046000,-0.0002,-0.0911,1.0146,1.019
13.047000,0.0007,-0.0933,1.0141,1.018
13.051000,0.0022,-0.0911,1.0129,1.017
13.051000,0.0032,-0.0930,1.0136,1.018
13.056000,0.0044,-0.0906,1.0129,1.017
13.056000,0.0024,-0.0906,1.0104,1.015
13.061000,0.0034,-0.0899,1.0126,1.017
13.061000,0.0039,-0.0894,1.0124,1.016
13.066000,0.0041,-0.0901,1.0156,1.020
13.067000,0.0032,-0.0891,1.0131,1.017
13.071000,0.0024,-0.0901,1.0178,1.022
13.071000,0.0039,-0.0908,1.0195,1.024
13.076000,0.0039,-0.0908,1.0168,1.021
13.076000,0.0012,-0.0889,1.0178,1.022
13.080000,0.0012,-0.0894,1.0207,1.025
13.081000,-0.0005,-0.0894,1.0205,1.024
13.085000,-0.0002,-0.0899,1.0202,1.024
13.086000,-0.0020,-0.0889,1.0188,1.023
13.091000,-0.0017,-0.0899,1.0214,1.025
13.091000,-0.0002,-0.0894,1.0241,1.028
13.095000,-0.0032,-0.0894,1.0224,1.026
13.096000,-0.0027,-0.0896,1.0227,1.027
13.100000,-0.0020,-0.0916,1.0219,1.026
13.101000,-0.0010,-0.0904,1.0219,1.026
13.106000,-0.0007,-0.0889,1.0217,1.026
13.106000,-0.0012,-0.0911,1.0183,1.022
13.110000,-0.0000,-0.0923,1.0192,1.023
13.110000,-0.0002,-0.0889,1.0151,1.019
13.115000,0.0005,-0.0901,1.0122,1.016
13.115000,0.0012,-0.0918,1.0117,1.016
13.120000,0.0017,-0.0945,1.0087,1.013
13.120000,0.0010,-0.0916,1.0034,1.008
13.124000,0.0027,-0.0913,1.0068,1.011
13.124000,-0.0010,-0.0916,1.0144,1.018
13.132000,-0.0005,-0.0906,1.0207,1.025
13.133000,-0.0005,-0.0889,1.0275,1.031
13.136000,-0.0007,-0.0886,1.0346,1.038
13.136000,0.0010,-0.0889,1.0349,1.039
13.139000,-0.0010,-0.0886,1.0356,1.039
13.139000,-0.0017,-0.0874,1.0346,1.038
13.150000,-0.0017,-0.0894,1.0258,1.030
13.150000,-0.0029,-0.0908,1.0141,1.018
13.150000,-0.0027,-0.0904,1.0031,1.007
13.150000,-0.0024,-0.0928,0.9948,0.999
13.154000,-0.0015,-0.0943,0.9889,0.993
13.154000,-0.0029,-0.0957,0.9931,0.998
13.158000,-0.0012,-0.0940,1.0012,1.006
13.158000,-0.0005,-0.0952,1.0117,1.016
13.164000,0.0024,-0.0965,1.0246,1.029
13.164000,0.0010,-0.0950,1.0349,1.039
13.168000,0.0017,-0.0945,1.0427,1.047
13.168000,0.0034,-0.0938,1.0461,1.050
13.173000,0.0051,-0.0933,1.0466,1.051
13.174000,0.0037,-0.0945,1.0456,1.050
13.178000,0.0019,-0.0950,1.0407,1.045
13.178000,0.0041,-0.0957,1.0363,1.041
13.185000,0.0054,-0.0952,1.0346,1.039
13.186000,0.0044,-0.0955,1.0337,1.038
13.187000,0.0027,-0.0943,1.0307,1.035
13.188000,0.0032,-0.0948,1.0280,1.032
13.192000,0.0015,-0.0940,1.0300,1.034
13.192000,0.0007,-0.0938,1.0305,1.035
13.198000,-0.0005,-0.0913,1.0329,1.037
13.198000,0.0002,-0.0891,1.0337,1.037
13.202000,-0.0010,-0.0911,1.0334,1.037
13.202000,-0.0024,-0.0894,1.0332,1.037
13.207000,-0.0002,-0.0906,1.0319,1.036
13.208000,-0.0029,-0.0889,1.0288,1.033
13.212000,-0.0034,-0.0896,1.0285,1.032
13.212000,-0.0024,-0.0879,1.0253,1.029
13.219000,-0.0012,-0.0886,1.0229,1.027
13.219000,-0.0012,-0.0884,1.0190,1.023
13.222000,-0.0005,-0.0864,1.0139,1.018
13.222000,-0.0000,-0.0886,1.0124,1.016
13.227000,0.0039,-0.0869,1.0112,1.015
13.228000,0.0022,-0.0874,1.0124,1.016
13.232000,0.0039,-0.0855,1.0102,1.014
13.232000,0.0029,-0.0850,1.0100,1.014
13.236000,0.0027,-0.0862,1.0097,1.013
13.236000,0.0049,-0.0855,1.0112,1.015
13.242000,0.0046,-0.0845,1.0119,1.015
13.242000,0.0061,-0.0833,1.0119,1.015
13.247000,0.0068,-0.0816,1.0131,1.016
13.247000,0.0066,-0.0820,1.0141,1.017
13.251000,0.0056,-0.0828,1.0117,1.015
13.251000,0.0041,-0.0820,1.0092,1.013
13.257000,0.0049,-0.0842,1.0087,1.012
13.257000,0.0041,-0.0857,1.0078,1.011
13.263000,0.0051,-0.0847,1.0112,1.015
13.264000,0.0059,-0.0857,1.0117,1.015
13.266000,0.0044,-0.0867,1.0117,1.015
13.266000,0.0024,-0.0879,1.0151,1.019
13.271000,0.0024,-0.0899,1.0173,1.021
13.271000,0.0037,-0.0879,1.0183,1.022
13.276000,0.0032,-0.0916,1.0227,1.027
13.277000,0.0007,-0.0940,1.0241,1.028
13.284000,0.0012,-0.0943,1.0300,1.034
13.284000,-0.0000,-0.0948,1.0310,1.035
13.294000,-0.0000,-0.0960,1.0339,1.038
13.295000,-0.0007,-0.0960,1.0349,1.039
13.295000,-0.0032,-0.0974,1.0339,1.038
13.295000,-0.0017,-0.0974,1.0293,1.034
13.295000,-0.0034,-0.0967,1.0278,1.032
13.296000,-0.0042,-0.0987,1.0300,1.035
13.301000,-0.0032,-0.0972,1.0285,1.033
13.301000,-0.0039,-0.0970,1.0288,1.033
13.305000,-0.0015,-0.0994,1.0290,1.034
13.305000,-0.0007,-0.0989,1.0297,1.034
13.310000,-0.0010,-0.0987,1.0285,1.033
13.311000,-0.0005,-0.0989,1.0275,1.032
13.315000,0.0007,-0.0974,1.0258,1.030
13.316000,-0.0015,-0.0967,1.0227,1.027
